"V1" "V2" "V3" "V4" "V5"
"18707" "Rad17" "Rad17" 19356 "RAD17" 5884
"18708" "Fh1" "Fh1" 14194 "FH" 2271
"18709" "Rnf19a" "Rnf19a" 30945 "RNF19A" 25897
"18710" "Mycbp" "Mycbp" 56309 "MYCBP" 26292
"18711" "Mycbp" "Mycbp" 56309 "MYCBP" 100527950
"18712" "Ercc4" "Ercc4" 50505 "ERCC4" 2072
"18713" "Syncrip" "Syncrip" 56403 "SYNCRIP" 10492
"18714" "Cbr4" "Cbr4" 234309 "CBR4" 84869
"18715" "Fndc5" "Fndc5" 384061 "FNDC5" 252995
"18716" "Atp5sl" "Atp5sl" 66349 "ATP5SL" 55101
"18717" "2610020H08Rik" "2610020H08Rik" 434234 "" 81691
"18718" "Aqr" "Aqr" 11834 "AQR" 9716
"18719" "Ago3" "Ago3" 214150 "AGO3" 192669
"18720" "Ccr4" "Ccr4" 12773 "CCR4" 1233
"18721" "Anapc4" "Anapc4" 52206 "ANAPC4" 29945
"18722" "Bcorl1" "Bcorl1" 320376 "BCORL1" 63035
"18723" "Pkhd1l1" "Pkhd1l1" 192190 "PKHD1L1" 93035
"18724" "Rel" "Rel" 19696 "REL" 5966
"18725" "Rab11fip1" "Rab11fip1" 75767 "RAB11FIP1" 80223
"18726" "Fam199x" "Fam199x" 245622 "FAM199X" 139231
"18727" "Angptl1" "Angptl1" 72713 "ANGPTL1" 9068
"18728" "Zc3h11a" "Zc3h11a" 70579 "ZC3H11A" 9877
"18729" "Zc3h11a" "Zc3h11a" 70579 "ZC3H11A" 441155
"18730" "D10Jhu81e" "D10Jhu81e" 28295 "C21orf33" 8209
"18731" "D10Jhu81e" "LOC100046684" 28295 "C21orf33" 8209
"18732" "Lnx2" "Lnx2" 140887 "LNX2" 222484
"18733" "Thop1" "Thop1" 50492 "THOP1" 7064
"18734" "Isy1" "Isy1" 57905 "ISY1-RAB43" 100534599
"18735" "Isy1" "Isy1" 57905 "ISY1" 57461
"18736" "Tas2r107" "Tas2r107" 387342 "TAS2R10" 50839
"18737" "Ccdc122" "Ccdc122" 108811 "CCDC122" 160857
"18738" "Cyp11a1" "Cyp11a1" 13070 "CYP11A1" 1583
"18739" "Smpd3" "Smpd3" 58994 "SMPD3" 55512
"18740" "Trim33" "Trim33" 94093 "TRIM33" 51592
"18741" "S100a5" "S100a5" 20199 "S100A5" 6276
"18742" "Sv2a" "Sv2a" 64051 "SV2A" 9900
"18743" "Atg5" "Atg5" 11793 "ATG5" 9474
"18744" "Vmo1" "Vmo1" 327956 "VMO1" 284013
"18745" "Galntl5" "Galntl5" 67909 "GALNTL5" 168391
"18746" "Pknox1" "Pknox1" 18771 "PKNOX1" 5316
"18747" "Serpinf2" "Serpinf2" 18816 "SERPINF2" 5345
"18748" "Otub1" "Otub1" 107260 "OTUB1" 55611
"18749" "Hgs" "Hgs" 15239 "HGS" 9146
"18750" "Enpp5" "Enpp5" 83965 "ENPP5" 59084
"18751" "Zfand3" "Zfand3" 21769 "ZFAND3" 60685
"18752" "Icos" "Icos" 54167 "ICOS" 29851
"18753" "5330417C22Rik" "5330417C22Rik" 229722 "KIAA1324" 57535
"18754" "Lrsam1" "Lrsam1" 227738 "LRSAM1" 90678
"18755" "Hnrnpk" "Hnrnpk" 15387 "HNRNPK" 3190
"18756" "Golga7b" "Golga7b" 71146 "GOLGA7B" 401647
"18757" "1200011I18Rik" "1200011I18Rik" 67467 "KIAA1704" 55425
"18758" "1200011I18Rik" "1200011I18Rik" 67467 "KIAA1704" 100996395
"18759" "Gpr61" "Gpr61" 229714 "GPR61" 83873
"18760" "Nudt9" "Nudt9" 74167 "NUDT9" 53343
"18761" "Rab3il1" "Rab3il1" 74760 "RAB3IL1" 5866
"18762" "Zfp568" "Zfp568" 243905 "ZNF527" 84503
"18763" "Map2k7" "Map2k7" 26400 "MAP2K7" 5609
"18764" "Ereg" "Ereg" 13874 "EREG" 2069
"18765" "Irf9" "Irf9" 16391 "IRF9" 10379
"18766" "Rbm34" "Rbm34" 52202 "RBM34" 23029
"18767" "Cnot6l" "Cnot6l" 231464 "CNOT6L" 246175
"18768" "Gabrp" "Gabrp" 216643 "GABRP" 2568
"18769" "Sulf1" "Sulf1" 240725 "SULF1" 23213
"18770" "Ipo7" "Ipo7" 233726 "IPO7" 10527
"18771" "Gatm" "Gatm" 67092 "GATM" 2628
"18772" "Msh3" "Msh3" 17686 "MSH3" 4437
"18773" "Mas1" "Mas1" 17171 "MAS1" 4142
"18774" "Bcl2l13" "Bcl2l13" 94044 "BCL2L13" 23786
"18775" "Ltn1" "Ltn1" 78913 "LTN1" 26046
"18776" "Slfn2" "Slfn2" 20556 "SLFN12" 55106
"18777" "Slfn2" "Slfn2" 20556 "SLFN12L" 100506736
"18778" "Eva1b" "Eva1b" 230752 "EVA1B" 55194
"18779" "Nox3" "Nox3" 224480 "NOX3" 50508
"18780" "Gfpt2" "Gfpt2" 14584 "GFPT2" 9945
"18781" "Ntn4" "Ntn4" 57764 "NTN4" 59277
"18782" "Rtp4" "Rtp4" 67775 "RTP4" 64108
"18783" "2410076I21Rik" "2410076I21Rik" 73673 "C15orf60" 283677
"18784" "Nabp1" "Nabp1" 109019 "NABP1" 64859
"18785" "Zfp830" "Zfp830" 66983 "ZNF830" 91603
"18786" "Ddx19a" "Ddx19a" 13680 "DDX19A" 55308
"18787" "C030039L03Rik" "C030039L03Rik" 112415 "ZNF780A" 284323
"18788" "C030046E11Rik" "C030046E11Rik" 226089 "KIAA1432" 57589
"18789" "Mtfr1" "Mtfr1" 67472 "MTFR1" 9650
"18790" "Rps6kc1" "Rps6kc1" 320119 "RPS6KC1" 26750
"18791" "Zfp280c" "Zfp280c" 208968 "ZNF280C" 55609
"18792" "Mtif3" "Mtif3" 76366 "MTIF3" 219402
"18793" "Pak4" "Pak4" 70584 "PAK4" 10298
"18794" "Lrch4" "Lrch4" 231798 "LRCH4" 4034
"18795" "Snx1" "Snx1" 56440 "SNX1" 6642
"18796" "Sema7a" "Sema7a" 20361 "SEMA7A" 8482
"18797" "Zbtb5" "Zbtb5" 230119 "ZBTB5" 9925
"18798" "Triap1" "Triap1" 69076 "TRIAP1" 51499
"18799" "Kcnh7" "Kcnh7" 170738 "KCNH7" 90134
"18800" "Taf5l" "Taf5l" 102162 "TAF5L" 27097
"18801" "Stc2" "Stc2" 20856 "STC2" 8614
"18802" "Nampt" "Nampt" 59027 "NAMPT" 10135
"18803" "Nampt" "Nampt" 59027 "NAMPTL" NaN
"18804" "Tipin" "Tipin" 66131 "TIPIN" 54962
"18805" "Tbc1d22a" "Tbc1d22a" 223754 "TBC1D22A" 25771
"18806" "Ube2k" "Ube2k" 53323 "UBE2K" 3093
"18807" "Pigr" "Pigr" 18703 "PIGR" 5284
"18808" "Sptb" "Sptb" 20741 "SPTB" 6710
"18809" "Plcxd2" "Plcxd2" 433022 "PLCXD2" 257068
"18810" "Chl1" "Chl1" 12661 "CHL1" 10752
"18811" "Fam83a" "Fam83a" 239463 "FAM83A" 84985
"18812" "Ebp" "Ebp" 13595 "EBP" 10682
"18813" "Sertad4" "Sertad4" 214791 "SERTAD4" 56256
"18814" "Sept9" "Sept9" 53860 "SEPT9" 10801
"18815" "Trappc10" "Trappc10" 216131 "TRAPPC10" 7109
"18816" "Palb2" "Palb2" 233826 "PALB2" 79728
"18817" "Gja4" "Gja4" 14612 "GJA4" 2701
"18818" "Fxyd1" "Fxyd1" 56188 "FXYD1" 5348
"18819" "Zbtb21" "Zbtb21" 114565 "ZBTB21" 49854
"18820" "Ppil3" "Ppil3" 70225 "PPIL3" 53938
"18821" "Trip11" "Trip11" 109181 "TRIP11" 9321
"18822" "Coro1b" "Coro1b" 23789 "CORO1B" 57175
"18823" "Lrp3" "Lrp3" 435965 "LRP3" 4037
"18824" "Cap2" "Cap2" 67252 "CAP2" 10486
"18825" "Mapk12" "Mapk12" 29857 "MAPK12" 6300
"18826" "Rab33b" "Rab33b" 19338 "RAB33B" 83452
"18827" "Gdi1" "Gdi1" 14567 "GDI1" 2664
"18828" "Lcn9" "Lcn9" 77704 "LCN9" 392399
"18829" "Kdm5b" "Kdm5b" 75605 "KDM5B" 10765
"18830" "Six4" "Six4" 20474 "SIX4" 51804
"18831" "Mnd1" "Mnd1" 76915 "MND1" 84057
"18832" "D930015E06Rik" "D930015E06Rik" 229473 "KIAA0922" 23240
"18833" "B3gntl1" "B3gntl1" 210004 "B3GNTL1" 146712
"18834" "Fbxl22" "Fbxl22" 74165 "FBXL22" 283807
"18835" "Qrich1" "Qrich1" 69232 "QRICH1" 54870
"18836" "Coa6" "Coa6" 67892 "COA6" 388753
"18837" "Bbs10" "Bbs10" 71769 "BBS10" 79738
"18838" "Masp1" "Masp1" 17174 "MASP1" 5648
"18839" "Lrch1" "Lrch1" 380916 "LRCH1" 23143
"18840" "Slc9a7" "Slc9a7" 236727 "SLC9A7" 84679
"18841" "Prodh" "Prodh" 19125 "PRODH" 5625
"18842" "Vezt" "Vezt" 215008 "VEZT" 55591
"18843" "Cacna2d2" "Cacna2d2" 56808 "CACNA2D2" 9254
"18844" "Recql" "Recql" 19691 "RECQL" 5965
"18845" "Magee2" "Magee2" 272790 "MAGEE2" 139599
"18846" "Dnaja1" "Dnaja1" 15502 "DNAJA1" 3301
"18847" "Nfe2l2" "Nfe2l2" 18024 "NFE2L2" 4780
"18848" "Ndufc1" "Ndufc1" 66377 "NDUFC1" 4717
"18849" "Vti1a" "Vti1a" 53611 "VTI1A" 143187
"18850" "Marveld1" "Marveld1" 277010 "MARVELD1" 83742
"18851" "Spata31d1c" "Spata31d1c" 238683 "SPATA31D1" 389761
"18852" "Spata31d1c" "Spata31d1c" 238683 "SPATA31D1" 389762
"18853" "Spata31d1c" "Spata31d1c" 238683 "SPATA31D1" 389763
"18854" "Oraov1" "Oraov1" 72284 "ORAOV1" 220064
"18855" "Cdhr1" "Cdhr1" 170677 "CDHR1" 92211
"18856" "Tmem175" "Tmem175" 72392 "TMEM175" 84286
"18857" "Dynlt3" "Dynlt3" 67117 "DYNLT3" 6990
"18858" "Dexi" "Dexi" 58239 "DEXI" 28955
"18859" "Ephx1" "Ephx1" 13849 "EPHX1" 2052
"18860" "Ubqln1" "Ubqln1" 56085 "UBQLN1" 29979
"18861" "Hsd3b5" "Hsd3b5" 15496 "HSD3B2" 3284
"18862" "Hsd3b5" "Hsd3b5" 15496 "HSD3B1" 3283
"18863" "Nup214" "Nup214" 227720 "NUP214" 8021
"18864" "Ubl3" "Ubl3" 24109 "UBL3" 5412
"18865" "Dram2" "Dram2" 67171 "DRAM2" 128338
"18866" "Tbr1" "Tbr1" 21375 "TBR1" 10716
"18867" "Ifit2" "Ifit2" 15958 "IFIT2" 3433
"18868" "Ralgps1" "Ralgps1" 241308 "RALGPS1" 9649
"18869" "Chmp5" "Chmp5" 76959 "CHMP5" 51510
"18870" "Pigyl" "Pigyl" 66268 "PIGY" 84992
"18871" "Plxnc1" "Plxnc1" 54712 "PLXNC1" 10154
"18872" "1700029J07Rik" "1700029J07Rik" 69479 "C4orf47" 441054
"18873" "Zfyve28" "Zfyve28" 231125 "ZFYVE28" 57732
"18874" "Hip1r" "Hip1r" 29816 "HIP1R" 9026
"18875" "1700113H08Rik" "1700113H08Rik" 76640 "C12orf42" 374470
"18876" "Sppl2a" "Sppl2a" 66552 "SPPL2A" 84888
"18877" "1700029P11Rik" "1700029P11Rik" 66346 "NDUFB11" 54539
"18878" "Clk4" "Clk4" 12750 "CLK4" 57396
"18879" "Sumf2" "Sumf2" 67902 "SUMF2" 25870
"18880" "Cox4i1" "Cox4i1" 12857 "COX4I1" 1327
"18881" "Papd4" "Papd4" 100715 "PAPD4" 167153
"18882" "Ube2q1" "Ube2q1" 70093 "UBE2Q1" 55585
"18883" "Oog1" "Oog1" 193322 "PRAMEF2" 65122
"18884" "Oog1" "Oog1" 193322 "PRAMEF4" 400735
"18885" "Oog1" "Oog1" 193322 "PRAMEF10" 343071
"18886" "Oog1" "Oog1" 193322 "PRAMEF7" 441871
"18887" "Oog1" "Oog1" 193322 "PRAMEF6" 343068
"18888" "Oog1" "Oog1" 193322 "PRAMEF6" 440561
"18889" "Oog1" "Oog1" 193322 "PRAMEF6" 729368
"18890" "Oog1" "Oog1" 193322 "PRAMEF6" 101060308
"18891" "Oog1" "Oog1" 193322 "PRAMEF22" 653606
"18892" "Oog1" "Oog1" 193322 "" 645359
"18893" "Oog1" "Oog1" 193322 "PRAMEF3" 401940
"18894" "Oog1" "Oog1" 193322 "PRAMEF5" 343068
"18895" "Oog1" "Oog1" 193322 "PRAMEF8" 391002
"18896" "Oog1" "Oog1" 193322 "PRAMEF9" 343070
"18897" "Oog1" "Oog1" 193322 "PRAMEF9" 653619
"18898" "Oog1" "Oog1" 193322 "PRAMEF9" 101060288
"18899" "Oog1" "Oog1" 193322 "PRAMEF9" 101060295
"18900" "Oog1" "Oog1" 193322 "PRAMEF9" 101060308
"18901" "Oog1" "Oog1" 193322 "PRAMEF13" 400736
"18902" "Oog1" "Oog1" 193322 "PRAMEF18" 391003
"18903" "Oog1" "Oog1" 193322 "PRAMEF16" 654348
"18904" "Oog1" "Oog1" 193322 "PRAMEF21" 391001
"18905" "Oog1" "Oog1" 193322 "PRAMEF21" 645425
"18906" "Oog1" "Oog1" 193322 "PRAMEF15" 343070
"18907" "Oog1" "Oog1" 193322 "PRAMEF15" 653619
"18908" "Oog1" "Oog1" 193322 "PRAMEF15" 101060288
"18909" "Oog1" "Oog1" 193322 "PRAMEF15" 101060295
"18910" "Oog1" "Oog1" 193322 "PRAMEF15" 101060308
"18911" "Oog1" "Oog1" 193322 "PRAMEF14" NaN
"18912" "Oog1" "Oog1" 193322 "PRAMEF19" 391003
"18913" "Oog1" "Oog1" 193322 "PRAMEF19" 645414
"18914" "Oog1" "Oog1" 193322 "PRAMEF17" 391004
"18915" "Oog1" "Oog1" 193322 "PRAMEF20" 391001
"18916" "Oog1" "Oog1" 193322 "PRAMEF20" 645425
"18917" "Gpc4" "Gpc4" 14735 "GPC4" 2239
"18918" "Ubxn2a" "Ubxn2a" 217379 "UBXN2A" 165324
"18919" "Ncl" "Ncl" 17975 "NCL" 4691
"18920" "Ncl" "Ncl" 17975 "NCL" 100996253
"18921" "Tpra1" "Tpra1" 24100 "TPRA1" 131601
"18922" "Pramel4" "Pramel4" 347710 "PRAMEF2" 65122
"18923" "Pramel4" "Pramel4" 347710 "PRAMEF4" 400735
"18924" "Pramel4" "Pramel4" 347710 "PRAMEF10" 343071
"18925" "Pramel4" "Pramel4" 347710 "PRAMEF7" 441871
"18926" "Pramel4" "Pramel4" 347710 "PRAMEF6" 343068
"18927" "Pramel4" "Pramel4" 347710 "PRAMEF6" 440561
"18928" "Pramel4" "Pramel4" 347710 "PRAMEF6" 729368
"18929" "Pramel4" "Pramel4" 347710 "PRAMEF6" 101060308
"18930" "Pramel4" "Pramel4" 347710 "PRAMEF22" 653606
"18931" "Pramel4" "Pramel4" 347710 "" 645359
"18932" "Pramel4" "Pramel4" 347710 "PRAMEF3" 401940
"18933" "Pramel4" "Pramel4" 347710 "PRAMEF5" 343068
"18934" "Pramel4" "Pramel4" 347710 "PRAMEF8" 391002
"18935" "Pramel4" "Pramel4" 347710 "PRAMEF9" 343070
"18936" "Pramel4" "Pramel4" 347710 "PRAMEF9" 653619
"18937" "Pramel4" "Pramel4" 347710 "PRAMEF9" 101060288
"18938" "Pramel4" "Pramel4" 347710 "PRAMEF9" 101060295
"18939" "Pramel4" "Pramel4" 347710 "PRAMEF9" 101060308
"18940" "Pramel4" "Pramel4" 347710 "PRAMEF13" 400736
"18941" "Pramel4" "Pramel4" 347710 "PRAMEF18" 391003
"18942" "Pramel4" "Pramel4" 347710 "PRAMEF16" 654348
"18943" "Pramel4" "Pramel4" 347710 "PRAMEF21" 391001
"18944" "Pramel4" "Pramel4" 347710 "PRAMEF21" 645425
"18945" "Pramel4" "Pramel4" 347710 "PRAMEF15" 343070
"18946" "Pramel4" "Pramel4" 347710 "PRAMEF15" 653619
"18947" "Pramel4" "Pramel4" 347710 "PRAMEF15" 101060288
"18948" "Pramel4" "Pramel4" 347710 "PRAMEF15" 101060295
"18949" "Pramel4" "Pramel4" 347710 "PRAMEF15" 101060308
"18950" "Pramel4" "Pramel4" 347710 "PRAMEF14" NaN
"18951" "Pramel4" "Pramel4" 347710 "PRAMEF19" 391003
"18952" "Pramel4" "Pramel4" 347710 "PRAMEF19" 645414
"18953" "Pramel4" "Pramel4" 347710 "PRAMEF17" 391004
"18954" "Pramel4" "Pramel4" 347710 "PRAMEF20" 391001
"18955" "Pramel4" "Pramel4" 347710 "PRAMEF20" 645425
"18956" "Pramel4" "Gm13102" 347710 "PRAMEF2" 65122
"18957" "Pramel4" "Gm13102" 347710 "PRAMEF4" 400735
"18958" "Pramel4" "Gm13102" 347710 "PRAMEF10" 343071
"18959" "Pramel4" "Gm13102" 347710 "PRAMEF7" 441871
"18960" "Pramel4" "Gm13102" 347710 "PRAMEF6" 343068
"18961" "Pramel4" "Gm13102" 347710 "PRAMEF6" 440561
"18962" "Pramel4" "Gm13102" 347710 "PRAMEF6" 729368
"18963" "Pramel4" "Gm13102" 347710 "PRAMEF6" 101060308
"18964" "Pramel4" "Gm13102" 347710 "PRAMEF22" 653606
"18965" "Pramel4" "Gm13102" 347710 "" 645359
"18966" "Pramel4" "Gm13102" 347710 "PRAMEF3" 401940
"18967" "Pramel4" "Gm13102" 347710 "PRAMEF5" 343068
"18968" "Pramel4" "Gm13102" 347710 "PRAMEF8" 391002
"18969" "Pramel4" "Gm13102" 347710 "PRAMEF9" 343070
"18970" "Pramel4" "Gm13102" 347710 "PRAMEF9" 653619
"18971" "Pramel4" "Gm13102" 347710 "PRAMEF9" 101060288
"18972" "Pramel4" "Gm13102" 347710 "PRAMEF9" 101060295
"18973" "Pramel4" "Gm13102" 347710 "PRAMEF9" 101060308
"18974" "Pramel4" "Gm13102" 347710 "PRAMEF13" 400736
"18975" "Pramel4" "Gm13102" 347710 "PRAMEF18" 391003
"18976" "Pramel4" "Gm13102" 347710 "PRAMEF16" 654348
"18977" "Pramel4" "Gm13102" 347710 "PRAMEF21" 391001
"18978" "Pramel4" "Gm13102" 347710 "PRAMEF21" 645425
"18979" "Pramel4" "Gm13102" 347710 "PRAMEF15" 343070
"18980" "Pramel4" "Gm13102" 347710 "PRAMEF15" 653619
"18981" "Pramel4" "Gm13102" 347710 "PRAMEF15" 101060288
"18982" "Pramel4" "Gm13102" 347710 "PRAMEF15" 101060295
"18983" "Pramel4" "Gm13102" 347710 "PRAMEF15" 101060308
"18984" "Pramel4" "Gm13102" 347710 "PRAMEF14" NaN
"18985" "Pramel4" "Gm13102" 347710 "PRAMEF19" 391003
"18986" "Pramel4" "Gm13102" 347710 "PRAMEF19" 645414
"18987" "Pramel4" "Gm13102" 347710 "PRAMEF17" 391004
"18988" "Pramel4" "Gm13102" 347710 "PRAMEF20" 391001
"18989" "Pramel4" "Gm13102" 347710 "PRAMEF20" 645425
"18990" "Akr1a1" "Akr1a1" 58810 "AKR1A1" 10327
"18991" "Eif2b3" "Eif2b3" 108067 "EIF2B3" 8891
"18992" "Ctxn1" "Ctxn1" 330695 "CTXN1" 404217
"18993" "Pdcd1lg2" "Pdcd1lg2" 58205 "PDCD1LG2" 80380
"18994" "Twf2" "Twf2" 23999 "TWF2" 11344
"18995" "Tmem225" "Tmem225" 75667 "TMEM225" 338661
"18996" "Plp1" "Plp1" 18823 "PLP1" 5354
"18997" "Cables1" "Cables1" 63955 "CABLES1" 91768
"18998" "Klhl42" "Klhl42" 232539 "KLHL42" 57542
"18999" "Ccer1" "Ccer1" 66716 "CCER1" 196477
"19000" "Cnga4" "Cnga4" 233649 "CNGA4" 1262
"19001" "Pbk" "Pbk" 52033 "PBK" 55872
"19002" "Vwa5b2" "Vwa5b2" 328643 "VWA5B2" 90113
"19003" "Npr1" "Npr1" 18160 "NPR1" 4881
"19004" "Hhip" "Hhip" 15245 "HHIP" 64399
"19005" "Slco4a1" "Slco4a1" 108115 "SLCO4A1" 28231
"19006" "Tmem107" "Tmem107" 66910 "TMEM107" 84314
"19007" "Rcn3" "Rcn3" 52377 "RCN3" 57333
"19008" "Pgpep1" "Pgpep1" 66522 "PGPEP1" 54858
"19009" "Pdk3" "Pdk3" 236900 "PDK3" 5165
"19010" "D5Ertd579e" "D5Ertd579e" 320661 "KIAA0232" 9778
"19011" "D5Ertd579e" "LOC100504983" 320661 "KIAA0232" 9778
"19012" "Nxph2" "Nxph2" 18232 "NXPH2" 11249
"19013" "Dnase1l3" "Dnase1l3" 13421 "DNASE1L3" 1776
"19014" "Klf6" "Klf6" 23849 "KLF6" 1316
"19015" "Tsks" "Tsks" 22116 "TSKS" 60385
"19016" "Gnpat" "Gnpat" 14712 "GNPAT" 8443
"19017" "Tgm6" "Tgm6" 241636 "TGM6" 343641
"19018" "Sfrs18" "Sfrs18" 66625 "PNISR" 25957
"19019" "Grk4" "Grk4" 14772 "GRK4" 2868
"19020" "Utf1" "Utf1" 22286 "UTF1" 8433
"19021" "3110047P20Rik" "3110047P20Rik" 319807 "KIAA1239" 57495
"19022" "Mpnd" "Mpnd" 68047 "MPND" 84954
"19023" "Kif27" "Kif27" 75050 "KIF27" 55582
"19024" "Fam154b" "Fam154b" 330577 "FAM154B" 283726
"19025" "Scara3" "Scara3" 219151 "SCARA3" 51435
"19026" "Swi5" "Swi5" 72931 "SWI5" 375757
"19027" "Swi5" "LOC101056690" 72931 "SWI5" 375757
"19028" "Itgb5" "Itgb5" 16419 "ITGB5" 3693
"19029" "Samm50" "Samm50" 68653 "SAMM50" 25813
"19030" "Zfp260" "Zfp260" 26466 "ZNF260" 339324
"19031" "Cdkn2aip" "Cdkn2aip" 70925 "CDKN2AIP" 55602
"19032" "Phf17" "Phf17" 269424 "PHF17" 79960
"19033" "Stambpl1" "Stambpl1" 76630 "STAMBPL1" 57559
"19034" "Fbxo36" "Fbxo36" 66153 "FBXO36" 130888
"19035" "Ptgs2" "Ptgs2" 19225 "PTGS2" 5743
"19036" "3110057O12Rik" "3110057O12Rik" 269423 "C4orf29" 80167
"19037" "Strbp" "Strbp" 20744 "STRBP" 55342
"19038" "Ermp1" "Ermp1" 226090 "ERMP1" 79956
"19039" "Ucp1" "Ucp1" 22227 "UCP1" 7350
"19040" "Lrp1b" "Lrp1b" 94217 "LRP1B" 53353
"19041" "Lpar6" "Lpar6" 67168 "LPAR6" 10161
"19042" "Plxdc1" "Plxdc1" 72324 "PLXDC1" 57125
"19043" "Scg2" "Scg2" 20254 "SCG2" 7857
"19044" "Abhd5" "Abhd5" 67469 "ABHD5" 51099
"19045" "Nrarp" "Nrarp" 67122 "NRARP" 441478
"19046" "Dner" "Dner" 227325 "DNER" 92737
"19047" "AI118078" "AI118078" 244886 "C15orf27" 123591
"19048" "G2e3" "G2e3" 217558 "G2E3" 55632
"19049" "Nf1" "Nf1" 18015 "NF1" 4763
"19050" "Ankrd49" "Ankrd49" 56503 "ANKRD49" 54851
"19051" "Cct8" "Cct8" 12469 "CCT8" 10694
"19052" "Tmem74" "Tmem74" 239408 "TMEM74" 157753
"19053" "Sec22a" "Sec22a" 317717 "SEC22A" 26984
"19054" "Med11" "Med11" 66172 "MED11" 400569
"19055" "Grlf1" "Grlf1" 232906 "ARHGAP35" 2909
"19056" "Psmd5" "Psmd5" 66998 "PSMD5" 5711
"19057" "Wdr5b" "Wdr5b" 69544 "WDR5B" 54554
"19058" "Dnajc13" "Dnajc13" 235567 "DNAJC13" 23317
"19059" "Blvrb" "Blvrb" 233016 "BLVRB" 645
"19060" "Hif1a" "Hif1a" 15251 "HIF1A" 3091
"19061" "Glis3" "Glis3" 226075 "GLIS3" 169792
"19062" "Rhbdd1" "Rhbdd1" 76867 "RHBDD1" 84236
"19063" "Adora2b" "Adora2b" 11541 "ADORA2B" 136
"19064" "Atp2b3" "Atp2b3" 320707 "ATP2B3" 492
"19065" "Acbd3" "Acbd3" 170760 "ACBD3" 64746
"19066" "Trim2" "Trim2" 80890 "TRIM2" 23321
"19067" "Pgm1" "Pgm1" 66681 "PGM2" 55276
"19068" "1700008O03Rik" "1700008O03Rik" 69349 "C19orf81" 342918
"19069" "Cxcl5" "Cxcl5" 20311 "CXCL6" 6372
"19070" "Cxcl5" "Cxcl5" 20311 "CXCL5" 6374
"19071" "Lrch2" "Lrch2" 210297 "LRCH2" 57631
"19072" "Psat1" "Psat1" 107272 "PSAT1" 29968
"19073" "Psat1" "LOC100047252" 107272 "PSAT1" 29968
"19074" "Cilp" "Cilp" 214425 "CILP" 8483
"19075" "Oscp1" "Oscp1" 230751 "OSCP1" 127700
"19076" "Oscp1" "LOC100044374" 230751 "OSCP1" 127700
"19077" "Atad2b" "Atad2b" 320817 "ATAD2B" 54454
"19078" "Tmem143" "Tmem143" 70209 "TMEM143" 55260
"19079" "Zmym1" "Zmym1" 68310 "ZMYM1" 79830
"19080" "Sap30l" "Sap30l" 50724 "SAP30L" 79685
"19081" "Camk2b" "Camk2b" 12323 "CAMK2B" 816
"19082" "Matk" "Matk" 17179 "MATK" 4145
"19083" "Hamp2" "Hamp2" 66438 "HAMP" 57817
"19084" "Tmed10" "Tmed10" 68581 "TMED10" 10972
"19085" "Tmed10" "Gm4024" 68581 "TMED10" 10972
"19086" "Csgalnact2" "Csgalnact2" 78752 "CSGALNACT2" 55454
"19087" "Fam161a" "Fam161a" 73873 "FAM161A" 84140
"19088" "Stac" "Stac" 20840 "STAC" 6769
"19089" "Cebpg" "Cebpg" 12611 "CEBPG" 1054
"19090" "Ccdc37" "Ccdc37" 243538 "CCDC37" 348807
"19091" "Runx2" "Runx2" 12393 "RUNX2" 860
"19092" "1700003M02Rik" "1700003M02Rik" 69329 "" 154313
"19093" "1700003M02Rik" "1700003M02Rik" 69329 "C6orf165" 154313
"19094" "Dnase1l1" "Dnase1l1" 69537 "DNASE1L1" 1774
"19095" "Aff1" "Aff1" 17355 "AFF1" 4299
"19096" "Mrpl32" "Mrpl32" 75398 "MRPL32" 64983
"19097" "Nudt2" "Nudt2" 66401 "NUDT2" 318
"19098" "Rbbp6" "Rbbp6" 19647 "RBBP6" 5930
"19099" "Ift74" "Ift74" 67694 "IFT74" 80173
"19100" "Reg4" "Reg4" 67709 "REG4" 83998
"19101" "Gabarapl1" "Gabarapl1" 57436 "GABARAPL3" NaN
"19102" "Hddc3" "Hddc3" 68695 "HDDC3" 374659
"19103" "Cep192" "Cep192" 70799 "CEP192" 55125
"19104" "Zfp622" "Zfp622" 52521 "ZNF622" 90441
"19105" "Rbpj" "Rbpj" 19664 "RBPJ" 3516
"19106" "Dync1h1" "Dync1h1" 13424 "DYNC1H1" 1778
"19107" "Sox8" "Sox8" 20681 "SOX8" 30812
"19108" "Zfp142" "Zfp142" 77264 "ZNF142" 7701
"19109" "Olfr985" "Olfr985" 258854 "OR8D4" 338662
"19110" "Nudt18" "Nudt18" 213484 "NUDT18" 79873
"19111" "Cwh43" "Cwh43" 231293 "CWH43" 80157
"19112" "Rnd1" "Rnd1" 223881 "RND1" 27289
"19113" "Terf2ip" "Terf2ip" 57321 "TERF2IP" 54386
"19114" "Cxcl12" "Cxcl12" 20315 "CXCL12" 6387
"19115" "Pou4f2" "Pou4f2" 18997 "POU4F2" 5458
"19116" "Nfkbie" "Nfkbie" 18037 "NFKBIE" 4794
"19117" "C130074G19Rik" "C130074G19Rik" 226777 "C1orf115" 79762
"19118" "Aamdc" "Aamdc" 66273 "AAMDC" 28971
"19119" "Itih1" "Itih1" 16424 "ITIH1" 3697
"19120" "" "Ccl19" 24047 "CCL19" 6363
"19121" "" "Gm2023" 24047 "CCL19" 6363
