Table S3a. Phylostraticraphic distribution of human genes (ENSEMBLE),,,
Protein_ID,Gene_ID,Phylostratum,Phylogenetic_Internode
ENSP00000366771,ENSG00000204814,19,Euarchontoglires - Primates
ENSP00000365108,ENSG00000204446,19,Euarchontoglires - Primates
ENSP00000360929,ENSG00000204017,19,Euarchontoglires - Primates
ENSP00000357515,ENSG00000203772,19,Euarchontoglires - Primates
ENSP00000366754,ENSG00000182368,19,Euarchontoglires - Primates
ENSP00000370273,ENSG00000205612,19,Euarchontoglires - Primates
ENSP00000304309,ENSG00000168964,19,Euarchontoglires - Primates
ENSP00000363126,ENSG00000204148,19,Euarchontoglires - Primates
ENSP00000366529,ENSG00000204757,19,Euarchontoglires - Primates
ENSP00000352837,ENSG00000196257,19,Euarchontoglires - Primates
ENSP00000363239,ENSG00000204159,19,Euarchontoglires - Primates
ENSP00000366758,ENSG00000204809,19,Euarchontoglires - Primates
ENSP00000363121,ENSG00000204145,19,Euarchontoglires - Primates
ENSP00000367745,ENSG00000205055,19,Euarchontoglires - Primates
ENSP00000351197,ENSG00000198447,19,Euarchontoglires - Primates
ENSP00000366293,ENSG00000176564,19,Euarchontoglires - Primates
ENSP00000363819,ENSG00000204230,19,Euarchontoglires - Primates
ENSP00000366655,ENSG00000204788,19,Euarchontoglires - Primates
ENSP00000366811,ENSG00000204827,19,Euarchontoglires - Primates
ENSP00000304796,ENSG00000170217,19,Euarchontoglires - Primates
ENSP00000362739,ENSG00000182981,19,Euarchontoglires - Primates
ENSP00000362697,ENSG00000204123,19,Euarchontoglires - Primates
ENSP00000357567,ENSG00000203774,19,Euarchontoglires - Primates
ENSP00000369437,ENSG00000196478,19,Euarchontoglires - Primates
ENSP00000363934,ENSG00000204250,19,Euarchontoglires - Primates
ENSP00000324727,ENSG00000181897,19,Euarchontoglires - Primates
ENSP00000310048,ENSG00000170827,19,Euarchontoglires - Primates
ENSP00000362696,ENSG00000204122,19,Euarchontoglires - Primates
ENSP00000366806,ENSG00000204825,19,Euarchontoglires - Primates
ENSP00000315060,ENSG00000180184,19,Euarchontoglires - Primates
ENSP00000361572,ENSG00000204056,19,Euarchontoglires - Primates
ENSP00000364376,ENSG00000204327,19,Euarchontoglires - Primates
ENSP00000360911,ENSG00000204014,19,Euarchontoglires - Primates
ENSP00000360629,ENSG00000203997,19,Euarchontoglires - Primates
ENSP00000349651,ENSG00000205873,19,Euarchontoglires - Primates
ENSP00000352731,ENSG00000197203,19,Euarchontoglires - Primates
ENSP00000334640,ENSG00000186029,19,Euarchontoglires - Primates
ENSP00000368136,ENSG00000205132,19,Euarchontoglires - Primates
ENSP00000314775,ENSG00000177806,19,Euarchontoglires - Primates
ENSP00000372009,ENSG00000205982,19,Euarchontoglires - Primates
ENSP00000372269,ENSG00000206100,19,Euarchontoglires - Primates
ENSP00000318048,ENSG00000180295,19,Euarchontoglires - Primates
ENSP00000345471,ENSG00000196885,19,Euarchontoglires - Primates
ENSP00000360445,ENSG00000203988,19,Euarchontoglires - Primates
ENSP00000328116,ENSG00000184352,19,Euarchontoglires - Primates
ENSP00000303616,ENSG00000170983,19,Euarchontoglires - Primates
ENSP00000354169,ENSG00000197246,19,Euarchontoglires - Primates
ENSP00000347308,ENSG00000197825,19,Euarchontoglires - Primates
ENSP00000315762,ENSG00000181097,19,Euarchontoglires - Primates
ENSP00000352015,ENSG00000198256,19,Euarchontoglires - Primates
ENSP00000371998,ENSG00000205979,19,Euarchontoglires - Primates
ENSP00000372273,ENSG00000206101,19,Euarchontoglires - Primates
ENSP00000365339,ENSG00000068990,19,Euarchontoglires - Primates
ENSP00000348024,ENSG00000198676,19,Euarchontoglires - Primates
ENSP00000309894,ENSG00000172892,19,Euarchontoglires - Primates
ENSP00000316417,ENSG00000189363,19,Euarchontoglires - Primates
ENSP00000360487,ENSG00000203994,19,Euarchontoglires - Primates
ENSP00000360751,ENSG00000177998,19,Euarchontoglires - Primates
ENSP00000307202,ENSG00000168204,19,Euarchontoglires - Primates
ENSP00000342704,ENSG00000187661,19,Euarchontoglires - Primates
ENSP00000352043,ENSG00000197212,19,Euarchontoglires - Primates
ENSP00000348312,ENSG00000196163,19,Euarchontoglires - Primates
ENSP00000321309,ENSG00000177504,19,Euarchontoglires - Primates
ENSP00000360816,ENSG00000204005,19,Euarchontoglires - Primates
ENSP00000366932,ENSG00000204871,19,Euarchontoglires - Primates
ENSP00000329534,ENSG00000182391,19,Euarchontoglires - Primates
ENSP00000328376,ENSG00000184091,19,Euarchontoglires - Primates
ENSP00000365357,ENSG00000189064,19,Euarchontoglires - Primates
ENSP00000360692,ENSG00000198454,19,Euarchontoglires - Primates
ENSP00000366975,ENSG00000204886,19,Euarchontoglires - Primates
ENSP00000360849,ENSG00000204008,19,Euarchontoglires - Primates
ENSP00000368295,ENSG00000205176,19,Euarchontoglires - Primates
ENSP00000370481,ENSG00000205658,19,Euarchontoglires - Primates
ENSP00000370495,ENSG00000205662,19,Euarchontoglires - Primates
ENSP00000308190,ENSG00000173201,19,Euarchontoglires - Primates
ENSP00000367111,ENSG00000204904,19,Euarchontoglires - Primates
ENSP00000334430,ENSG00000187268,19,Euarchontoglires - Primates
ENSP00000370086,ENSG00000205558,19,Euarchontoglires - Primates
ENSP00000347150,ENSG00000196848,19,Euarchontoglires - Primates
ENSP00000370149,ENSG00000205582,19,Euarchontoglires - Primates
ENSP00000312142,ENSG00000173295,19,Euarchontoglires - Primates
ENSP00000368286,ENSG00000205167,19,Euarchontoglires - Primates
ENSP00000372010,ENSG00000205983,19,Euarchontoglires - Primates
ENSP00000323694,ENSG00000181508,19,Euarchontoglires - Primates
ENSP00000366510,ENSG00000204751,19,Euarchontoglires - Primates
ENSP00000368281,ENSG00000205163,19,Euarchontoglires - Primates
ENSP00000347216,ENSG00000196370,19,Euarchontoglires - Primates
ENSP00000370496,ENSG00000205663,19,Euarchontoglires - Primates
ENSP00000366511,ENSG00000204752,19,Euarchontoglires - Primates
ENSP00000360878,ENSG00000204011,19,Euarchontoglires - Primates
ENSP00000368810,ENSG00000205293,19,Euarchontoglires - Primates
ENSP00000366592,ENSG00000204769,19,Euarchontoglires - Primates
ENSP00000348109,ENSG00000184334,19,Euarchontoglires - Primates
ENSP00000342190,ENSG00000183461,19,Euarchontoglires - Primates
ENSP00000354308,ENSG00000205874,19,Euarchontoglires - Primates
ENSP00000348549,ENSG00000198672,19,Euarchontoglires - Primates
ENSP00000371171,ENSG00000205777,19,Euarchontoglires - Primates
ENSP00000368291,ENSG00000205172,19,Euarchontoglires - Primates
ENSP00000344781,ENSG00000187901,19,Euarchontoglires - Primates
ENSP00000348873,ENSG00000197152,19,Euarchontoglires - Primates
ENSP00000367140,ENSG00000204910,19,Euarchontoglires - Primates
ENSP00000368131,ENSG00000205130,19,Euarchontoglires - Primates
ENSP00000370498,ENSG00000205664,19,Euarchontoglires - Primates
ENSP00000333284,ENSG00000183610,19,Euarchontoglires - Primates
ENSP00000353748,ENSG00000196563,19,Euarchontoglires - Primates
ENSP00000351884,ENSG00000198573,19,Euarchontoglires - Primates
ENSP00000368283,ENSG00000205165,19,Euarchontoglires - Primates
ENSP00000364762,ENSG00000204382,19,Euarchontoglires - Primates
ENSP00000359440,ENSG00000203915,19,Euarchontoglires - Primates
ENSP00000346698,ENSG00000197501,19,Euarchontoglires - Primates
ENSP00000367730,ENSG00000205051,19,Euarchontoglires - Primates
ENSP00000353976,ENSG00000197881,19,Euarchontoglires - Primates
ENSP00000361921,ENSG00000204073,19,Euarchontoglires - Primates
ENSP00000330376,ENSG00000184090,19,Euarchontoglires - Primates
ENSP00000364722,ENSG00000204376,19,Euarchontoglires - Primates
ENSP00000321641,ENSG00000181171,19,Euarchontoglires - Primates
ENSP00000370776,ENSG00000169098,19,Euarchontoglires - Primates
ENSP00000368288,ENSG00000205169,19,Euarchontoglires - Primates
ENSP00000328370,ENSG00000169164,19,Euarchontoglires - Primates
ENSP00000318275,ENSG00000179503,19,Euarchontoglires - Primates
ENSP00000354507,ENSG00000197680,19,Euarchontoglires - Primates
ENSP00000322544,ENSG00000175718,19,Euarchontoglires - Primates
ENSP00000359460,ENSG00000203919,19,Euarchontoglires - Primates
ENSP00000330810,ENSG00000177138,19,Euarchontoglires - Primates
ENSP00000364097,ENSG00000204281,19,Euarchontoglires - Primates
ENSP00000364745,ENSG00000204379,19,Euarchontoglires - Primates
ENSP00000364713,ENSG00000204375,19,Euarchontoglires - Primates
ENSP00000365346,ENSG00000198716,19,Euarchontoglires - Primates
ENSP00000370514,ENSG00000205666,19,Euarchontoglires - Primates
ENSP00000354698,ENSG00000198820,19,Euarchontoglires - Primates
ENSP00000370267,ENSG00000182989,19,Euarchontoglires - Primates
ENSP00000341253,ENSG00000188185,19,Euarchontoglires - Primates
ENSP00000351966,ENSG00000196198,19,Euarchontoglires - Primates
ENSP00000362295,ENSG00000204093,19,Euarchontoglires - Primates
ENSP00000359810,ENSG00000203949,19,Euarchontoglires - Primates
ENSP00000347402,ENSG00000196112,19,Euarchontoglires - Primates
ENSP00000371120,ENSG00000205775,19,Euarchontoglires - Primates
ENSP00000371991,ENSG00000205977,19,Euarchontoglires - Primates
ENSP00000360439,ENSG00000177497,19,Euarchontoglires - Primates
ENSP00000359549,ENSG00000203926,19,Euarchontoglires - Primates
ENSP00000371429,ENSG00000205827,19,Euarchontoglires - Primates
ENSP00000332452,ENSG00000185417,19,Euarchontoglires - Primates
ENSP00000349380,ENSG00000197463,19,Euarchontoglires - Primates
ENSP00000362593,ENSG00000204115,19,Euarchontoglires - Primates
ENSP00000242110,ENSG00000122549,19,Euarchontoglires - Primates
ENSP00000347609,ENSG00000198636,19,Euarchontoglires - Primates
ENSP00000313668,ENSG00000181384,19,Euarchontoglires - Primates
ENSP00000369804,ENSG00000205513,19,Euarchontoglires - Primates
ENSP00000328476,ENSG00000182136,19,Euarchontoglires - Primates
ENSP00000372064,ENSG00000206016,19,Euarchontoglires - Primates
ENSP00000359667,ENSG00000203941,19,Euarchontoglires - Primates
ENSP00000329670,ENSG00000185351,19,Euarchontoglires - Primates
ENSP00000359462,ENSG00000203920,19,Euarchontoglires - Primates
ENSP00000333301,ENSG00000184284,19,Euarchontoglires - Primates
ENSP00000358603,ENSG00000197371,19,Euarchontoglires - Primates
ENSP00000358612,ENSG00000203874,19,Euarchontoglires - Primates
ENSP00000350642,ENSG00000197085,19,Euarchontoglires - Primates
ENSP00000359561,ENSG00000203929,19,Euarchontoglires - Primates
ENSP00000370277,ENSG00000205614,19,Euarchontoglires - Primates
ENSP00000358607,ENSG00000203873,19,Euarchontoglires - Primates
ENSP00000348859,ENSG00000197384,19,Euarchontoglires - Primates
ENSP00000371879,ENSG00000205939,19,Euarchontoglires - Primates
ENSP00000350389,ENSG00000197412,19,Euarchontoglires - Primates
ENSP00000335276,ENSG00000187221,19,Euarchontoglires - Primates
ENSP00000359310,ENSG00000198930,19,Euarchontoglires - Primates
ENSP00000347119,ENSG00000158427,19,Euarchontoglires - Primates
ENSP00000359741,ENSG00000203945,19,Euarchontoglires - Primates
ENSP00000369793,ENSG00000205511,19,Euarchontoglires - Primates
ENSP00000306525,ENSG00000205485,19,Euarchontoglires - Primates
ENSP00000327038,ENSG00000179428,19,Euarchontoglires - Primates
ENSP00000343312,ENSG00000196149,19,Euarchontoglires - Primates
ENSP00000320221,ENSG00000176349,19,Euarchontoglires - Primates
ENSP00000328202,ENSG00000182357,19,Euarchontoglires - Primates
ENSP00000371206,ENSG00000205786,19,Euarchontoglires - Primates
ENSP00000371881,ENSG00000196413,19,Euarchontoglires - Primates
ENSP00000318870,ENSG00000176657,19,Euarchontoglires - Primates
ENSP00000359546,ENSG00000196406,19,Euarchontoglires - Primates
ENSP00000347737,ENSG00000196751,19,Euarchontoglires - Primates
ENSP00000359566,ENSG00000203930,19,Euarchontoglires - Primates
ENSP00000359550,ENSG00000198021,19,Euarchontoglires - Primates
ENSP00000341218,ENSG00000188639,19,Euarchontoglires - Primates
ENSP00000369828,ENSG00000205516,19,Euarchontoglires - Primates
ENSP00000355199,ENSG00000198849,19,Euarchontoglires - Primates
ENSP00000370357,ENSG00000205628,19,Euarchontoglires - Primates
ENSP00000304702,ENSG00000169899,19,Euarchontoglires - Primates
ENSP00000345228,ENSG00000188901,19,Euarchontoglires - Primates
ENSP00000323368,ENSG00000176426,19,Euarchontoglires - Primates
ENSP00000370310,ENSG00000205620,19,Euarchontoglires - Primates
ENSP00000372987,ENSG00000206438,19,Euarchontoglires - Primates
ENSP00000370255,ENSG00000205604,19,Euarchontoglires - Primates
ENSP00000335195,ENSG00000186756,19,Euarchontoglires - Primates
ENSP00000344240,ENSG00000189093,19,Euarchontoglires - Primates
ENSP00000370260,ENSG00000205605,19,Euarchontoglires - Primates
ENSP00000369034,ENSG00000205337,19,Euarchontoglires - Primates
ENSP00000275513,ENSG00000146666,19,Euarchontoglires - Primates
ENSP00000369130,ENSG00000185251,19,Euarchontoglires - Primates
ENSP00000373141,ENSG00000206517,19,Euarchontoglires - Primates
ENSP00000343074,ENSG00000187851,19,Euarchontoglires - Primates
ENSP00000370400,ENSG00000205637,19,Euarchontoglires - Primates
ENSP00000326946,ENSG00000179406,19,Euarchontoglires - Primates
ENSP00000370313,ENSG00000205621,19,Euarchontoglires - Primates
ENSP00000372986,ENSG00000206436,19,Euarchontoglires - Primates
ENSP00000367283,ENSG00000204944,19,Euarchontoglires - Primates
ENSP00000241094,ENSG00000121716,19,Euarchontoglires - Primates
ENSP00000319165,ENSG00000176415,19,Euarchontoglires - Primates
ENSP00000372603,ENSG00000206238,19,Euarchontoglires - Primates
ENSP00000365993,ENSG00000204623,19,Euarchontoglires - Primates
ENSP00000373043,ENSG00000206472,19,Euarchontoglires - Primates
ENSP00000373111,ENSG00000206504,19,Euarchontoglires - Primates
ENSP00000353300,ENSG00000196851,19,Euarchontoglires - Primates
ENSP00000367244,ENSG00000204932,19,Euarchontoglires - Primates
ENSP00000296850,ENSG00000164386,19,Euarchontoglires - Primates
ENSP00000370274,ENSG00000205613,19,Euarchontoglires - Primates
ENSP00000302684,ENSG00000169921,19,Euarchontoglires - Primates
ENSP00000370268,ENSG00000205608,19,Euarchontoglires - Primates
ENSP00000304071,ENSG00000170279,19,Euarchontoglires - Primates
ENSP00000369657,ENSG00000205486,19,Euarchontoglires - Primates
ENSP00000348819,ENSG00000197251,19,Euarchontoglires - Primates
ENSP00000368640,ENSG00000205233,19,Euarchontoglires - Primates
ENSP00000331784,ENSG00000182648,19,Euarchontoglires - Primates
ENSP00000314040,ENSG00000179165,19,Euarchontoglires - Primates
ENSP00000372845,ENSG00000206363,19,Euarchontoglires - Primates
ENSP00000352978,ENSG00000197926,19,Euarchontoglires - Primates
ENSP00000303850,ENSG00000170682,19,Euarchontoglires - Primates
ENSP00000366949,ENSG00000204874,19,Euarchontoglires - Primates
ENSP00000370251,ENSG00000205602,19,Euarchontoglires - Primates
ENSP00000373057,ENSG00000206479,19,Euarchontoglires - Primates
ENSP00000372810,ENSG00000206337,19,Euarchontoglires - Primates
ENSP00000372821,ENSG00000206344,19,Euarchontoglires - Primates
ENSP00000319090,ENSG00000178158,19,Euarchontoglires - Primates
ENSP00000366951,ENSG00000204876,19,Euarchontoglires - Primates
ENSP00000314772,ENSG00000181721,19,Euarchontoglires - Primates
ENSP00000369385,ENSG00000196181,19,Euarchontoglires - Primates
ENSP00000372973,ENSG00000206431,19,Euarchontoglires - Primates
ENSP00000367247,ENSG00000204934,19,Euarchontoglires - Primates
ENSP00000373152,ENSG00000206526,19,Euarchontoglires - Primates
ENSP00000342205,ENSG00000187638,19,Euarchontoglires - Primates
ENSP00000370102,ENSG00000205566,19,Euarchontoglires - Primates
ENSP00000365416,ENSG00000204526,19,Euarchontoglires - Primates
ENSP00000373110,ENSG00000206503,19,Euarchontoglires - Primates
ENSP00000351977,ENSG00000198559,19,Euarchontoglires - Primates
ENSP00000319037,ENSG00000180589,19,Euarchontoglires - Primates
ENSP00000296847,ENSG00000164385,19,Euarchontoglires - Primates
ENSP00000369280,ENSG00000205410,19,Euarchontoglires - Primates
ENSP00000369449,ENSG00000205444,19,Euarchontoglires - Primates
ENSP00000349170,ENSG00000197987,19,Euarchontoglires - Primates
ENSP00000353714,ENSG00000197583,19,Euarchontoglires - Primates
ENSP00000348989,ENSG00000196232,19,Euarchontoglires - Primates
ENSP00000349229,ENSG00000197869,19,Euarchontoglires - Primates
ENSP00000372750,ENSG00000206311,19,Euarchontoglires - Primates
ENSP00000365996,ENSG00000204625,19,Euarchontoglires - Primates
ENSP00000274659,ENSG00000145965,19,Euarchontoglires - Primates
ENSP00000365985,ENSG00000204621,19,Euarchontoglires - Primates
ENSP00000369281,ENSG00000205411,19,Euarchontoglires - Primates
ENSP00000358119,ENSG00000203809,19,Euarchontoglires - Primates
ENSP00000366627,ENSG00000204774,19,Euarchontoglires - Primates
ENSP00000348892,ENSG00000182404,19,Euarchontoglires - Primates
ENSP00000372736,ENSG00000206303,19,Euarchontoglires - Primates
ENSP00000369313,ENSG00000205418,19,Euarchontoglires - Primates
ENSP00000370468,ENSG00000205653,19,Euarchontoglires - Primates
ENSP00000315651,ENSG00000175753,19,Euarchontoglires - Primates
ENSP00000366388,ENSG00000204709,19,Euarchontoglires - Primates
ENSP00000358486,ENSG00000203863,19,Euarchontoglires - Primates
ENSP00000364156,ENSG00000204297,19,Euarchontoglires - Primates
ENSP00000318919,ENSG00000180840,19,Euarchontoglires - Primates
ENSP00000319321,ENSG00000176315,19,Euarchontoglires - Primates
ENSP00000244620,ENSG00000124654,19,Euarchontoglires - Primates
ENSP00000349330,ENSG00000196492,19,Euarchontoglires - Primates
ENSP00000359458,ENSG00000203917,19,Euarchontoglires - Primates
ENSP00000356873,ENSG00000203742,19,Euarchontoglires - Primates
ENSP00000369386,ENSG00000205431,19,Euarchontoglires - Primates
ENSP00000357782,ENSG00000203787,19,Euarchontoglires - Primates
ENSP00000371990,ENSG00000205976,19,Euarchontoglires - Primates
ENSP00000315482,ENSG00000177650,19,Euarchontoglires - Primates
ENSP00000357970,ENSG00000203801,19,Euarchontoglires - Primates
ENSP00000358585,ENSG00000203871,19,Euarchontoglires - Primates
ENSP00000355857,ENSG00000203700,19,Euarchontoglires - Primates
ENSP00000319853,ENSG00000176424,19,Euarchontoglires - Primates
ENSP00000315181,ENSG00000175704,19,Euarchontoglires - Primates
ENSP00000245074,ENSG00000125063,19,Euarchontoglires - Primates
ENSP00000333311,ENSG00000182977,19,Euarchontoglires - Primates
ENSP00000348787,ENSG00000197347,19,Euarchontoglires - Primates
ENSP00000350461,ENSG00000196506,19,Euarchontoglires - Primates
ENSP00000356258,ENSG00000203718,19,Euarchontoglires - Primates
ENSP00000333796,ENSG00000184187,19,Euarchontoglires - Primates
ENSP00000371666,ENSG00000205893,19,Euarchontoglires - Primates
ENSP00000275209,ENSG00000146394,19,Euarchontoglires - Primates
ENSP00000333500,ENSG00000183789,19,Euarchontoglires - Primates
ENSP00000350216,ENSG00000198499,19,Euarchontoglires - Primates
ENSP00000354386,ENSG00000197854,19,Euarchontoglires - Primates
ENSP00000355790,ENSG00000203689,19,Euarchontoglires - Primates
ENSP00000355845,ENSG00000203699,19,Euarchontoglires - Primates
ENSP00000315706,ENSG00000177797,19,Euarchontoglires - Primates
